|  time  | address  | load |  in   |  out  |
| 281+   |    30831 |    0 | 25093 |     0 |
| 282    |    30831 |    0 | 25093 |     0 |
| 282+   |    15142 |    1 | 20389 |     0 |
| 283    |    15142 |    1 | 20389 | 20389 |
| 283+   |    13428 |    1 | 27275 |     0 |
| 284    |    13428 |    1 | 27275 | 27275 |
| 284+   |    26200 |    0 | 27275 |     0 |
| 285    |    26200 |    0 | 27275 |     0 |
| 285+   |    31787 |    0 | 27275 |     0 |
| 286    |    31787 |    0 | 27275 |     0 |
| 286+   |    31638 |    1 | 25635 |     0 |
| 287    |    31638 |    1 | 25635 | 25635 |
| 287+   |      570 |    1 | 17470 |     0 |
| 288    |      570 |    1 | 17470 | 17470 |
| 288+   |    28600 |    0 | 17470 |     0 |
| 289    |    28600 |    0 | 17470 |     0 |
| 289+   |     7924 |    1 | 28943 |     0 |
| 290    |     7924 |    1 | 28943 | 28943 |
| 290+   |    10205 |    0 | 28943 |     0 |
| 291    |    10205 |    0 | 28943 |     0 |
| 291+   |    11001 |    0 | 28943 |  3341 |
| 292    |    11001 |    0 | 28943 |  3341 |
| 292+   |     7029 |    0 | 28943 |     0 |
| 293    |     7029 |    0 | 28943 |     0 |
| 293+   |    22957 |    0 | 28943 |     0 |
| 294    |    22957 |    0 | 28943 |     0 |
| 294+   |     4408 |    0 | 28943 |     0 |
| 295    |     4408 |    0 | 28943 |     0 |
| 295+   |    19631 |    0 | 28943 |     0 |
| 296    |    19631 |    0 | 28943 |     0 |
| 296+   |    16700 |    0 | 28943 |     0 |
| 297    |    16700 |    0 | 28943 |     0 |
| 297+   |    13883 |    1 |  8391 |     0 |
| 298    |    13883 |    1 |  8391 |  8391 |
| 298+   |    22142 |    1 | 13892 |     0 |
| 299    |    22142 |    1 | 13892 | 13892 |
| 299+   |    13173 |    1 | 15859 |     0 |
| 300    |    13173 |    1 | 15859 | 15859 |
| 300+   |     6795 |    0 | 15859 |     0 |
| 301    |     6795 |    0 | 15859 |     0 |
| 301+   |    13735 |    1 | 20671 |     0 |
| 302    |    13735 |    1 | 20671 | 20671 |
| 302+   |    11198 |    0 | 20671 |     0 |
| 303    |    11198 |    0 | 20671 |     0 |
| 303+   |    27427 |    0 | 20671 |     0 |
| 304    |    27427 |    0 | 20671 |     0 |
| 304+   |    18841 |    0 | 20671 |     0 |
| 305    |    18841 |    0 | 20671 |     0 |
| 305+   |    15231 |    1 | 27127 |     0 |
| 306    |    15231 |    1 | 27127 | 27127 |
| 306+   |    20847 |    1 | 26718 |     0 |
| 307    |    20847 |    1 | 26718 | 26718 |
| 307+   |    24765 |    1 | 31532 |     0 |
| 308    |    24765 |    1 | 31532 | 31532 |
| 308+   |     8906 |    1 |  2337 |     0 |
| 309    |     8906 |    1 |  2337 |  2337 |
| 309+   |    29136 |    0 |  2337 |     0 |
| 310    |    29136 |    0 |  2337 |     0 |
| 310+   |    21645 |    1 | 31877 |     0 |
| 311    |    21645 |    1 | 31877 | 31877 |
| 311+   |    17205 |    1 |  7465 |     0 |
| 312    |    17205 |    1 |  7465 |  7465 |
| 312+   |    12714 |    0 |  7465 |     0 |
| 313    |    12714 |    0 |  7465 |     0 |
| 313+   |    27146 |    1 |  9516 |     0 |
| 314    |    27146 |    1 |  9516 |  9516 |
| 314+   |      889 |    0 |  9516 |     0 |
| 315    |      889 |    0 |  9516 |     0 |
| 315+   |    29673 |    1 |  3931 |     0 |
| 316    |    29673 |    1 |  3931 |  3931 |
| 316+   |    12584 |    1 | 24731 |     0 |
| 317    |    12584 |    1 | 24731 | 24731 |
| 317+   |    30829 |    0 | 24731 |     0 |
| 318    |    30829 |    0 | 24731 |     0 |
| 318+   |    32036 |    0 | 24731 |     0 |
| 319    |    32036 |    0 | 24731 |     0 |
| 319+   |      961 |    0 | 24731 |     0 |
| 320    |      961 |    0 | 24731 |     0 |
| 320+   |    18232 |    1 |  2293 |     0 |
| 321    |    18232 |    1 |  2293 |  2293 |
| 321+   |     1972 |    0 |  2293 |     0 |
| 322    |     1972 |    0 |  2293 |     0 |
| 322+   |    32074 |    0 |  2293 |     0 |
| 323    |    32074 |    0 |  2293 |     0 |
| 323+   |    23617 |    0 |  2293 |     0 |
| 324    |    23617 |    0 |  2293 |     0 |
| 324+   |    25758 |    1 |  8560 |     0 |
| 325    |    25758 |    1 |  8560 |  8560 |
| 325+   |     5502 |    0 |  8560 |     0 |
| 326    |     5502 |    0 |  8560 |     0 |
| 326+   |    19374 |    1 | 26953 |     0 |
| 327    |    19374 |    1 | 26953 | 26953 |
| 327+   |    20317 |    0 | 26953 |     0 |
| 328    |    20317 |    0 | 26953 |     0 |
| 328+   |     8910 |    1 |  4685 |     0 |
| 329    |     8910 |    1 |  4685 |  4685 |
| 329+   |     9442 |    1 | 25915 |     0 |
| 330    |     9442 |    1 | 25915 | 25915 |
| 330+   |    24658 |    1 |   292 |     0 |
| 331    |    24658 |    1 |   292 |   292 |
| 331+   |     9203 |    1 |  4098 |     0 |
| 332    |     9203 |    1 |  4098 |  4098 |
| 332+   |    27541 |    0 |  4098 |     0 |
| 333    |    27541 |    0 |  4098 |     0 |
| 333+   |    27715 |    1 |  3056 |     0 |
| 334    |    27715 |    1 |  3056 |  3056 |
| 334+   |     1915 |    0 |  3056 |     0 |
| 335    |     1915 |    0 |  3056 |     0 |
| 335+   |     6841 |    0 |  3056 |     0 |
| 336    |     6841 |    0 |  3056 |     0 |
| 336+   |     6448 |    1 | 25937 |     0 |
| 337    |     6448 |    1 | 25937 | 25937 |
| 337+   |    15007 |    1 |  4443 |     0 |
| 338    |    15007 |    1 |  4443 |  4443 |
| 338+   |    14579 |    0 |  4443 |     0 |
| 339    |    14579 |    0 |  4443 |     0 |
| 339+   |     7015 |    0 |  4443 |     0 |
| 340    |     7015 |    0 |  4443 |     0 |
| 340+   |     9905 |    0 |  4443 |     0 |
| 341    |     9905 |    0 |  4443 |     0 |
| 341+   |    28378 |    0 |  4443 |     0 |
| 342    |    28378 |    0 |  4443 |     0 |
| 342+   |    23784 |    0 |  4443 |     0 |
| 343    |    23784 |    0 |  4443 |     0 |
| 343+   |       58 |    0 |  4443 |     0 |
| 344    |       58 |    0 |  4443 |     0 |
| 344+   |    13350 |    0 |  4443 |     0 |
| 345    |    13350 |    0 |  4443 |     0 |
| 345+   |     2761 |    0 |  4443 |     0 |
| 346    |     2761 |    0 |  4443 |     0 |
| 346+   |    30383 |    0 |  4443 |     0 |
| 347    |    30383 |    0 |  4443 |     0 |
| 347+   |    32315 |    0 |  4443 |     0 |
| 348    |    32315 |    0 |  4443 |     0 |
| 348+   |    16561 |    1 |  2268 |     0 |
| 349    |    16561 |    1 |  2268 |  2268 |
| 349+   |    17124 |    1 | 23135 |     0 |
| 350    |    17124 |    1 | 23135 | 23135 |
| 350+   |    32055 |    0 | 23135 |     0 |
| 351    |    32055 |    0 | 23135 |     0 |
| 351+   |    22693 |    1 | 17101 |     0 |
| 352    |    22693 |    1 | 17101 | 17101 |
| 352+   |    23580 |    1 | 28044 |     0 |
| 353    |    23580 |    1 | 28044 | 28044 |
| 353+   |     8256 |    0 | 28044 |     0 |
| 354    |     8256 |    0 | 28044 |     0 |
| 354+   |    17005 |    0 | 28044 |     0 |
| 355    |    17005 |    0 | 28044 |     0 |
| 355+   |    10736 |    1 | 15000 |     0 |
| 356    |    10736 |    1 | 15000 | 15000 |
| 356+   |    31107 |    1 | 14380 |     0 |
| 357    |    31107 |    1 | 14380 | 14380 |
| 357+   |     4893 |    0 | 14380 |     0 |
| 358    |     4893 |    0 | 14380 |     0 |
| 358+   |    10581 |    1 | 17412 |     0 |
| 359    |    10581 |    1 | 17412 | 17412 |
| 359+   |     2585 |    1 |  9731 |     0 |
| 360    |     2585 |    1 |  9731 |  9731 |
| 360+   |    27919 |    0 |  9731 |     0 |
| 361    |    27919 |    0 |  9731 |     0 |
| 361+   |    19659 |    0 |  9731 |     0 |
| 362    |    19659 |    0 |  9731 |     0 |
| 362+   |     4559 |    0 |  9731 |     0 |
| 363    |     4559 |    0 |  9731 |     0 |
| 363+   |     9065 |    1 | 23470 |     0 |
| 364    |     9065 |    1 | 23470 | 23470 |
| 364+   |    30508 |    1 | 15896 |     0 |
| 365    |    30508 |    1 | 15896 | 15896 |
| 365+   |     4004 |    1 | 18933 |     0 |
| 366    |     4004 |    1 | 18933 | 18933 |
| 366+   |     9345 |    0 | 18933 |     0 |
| 367    |     9345 |    0 | 18933 |     0 |
| 367+   |    31824 |    1 | 11088 |     0 |
| 368    |    31824 |    1 | 11088 | 11088 |
| 368+   |      584 |    0 | 11088 |     0 |
| 369    |      584 |    0 | 11088 |     0 |
| 369+   |     4195 |    1 |  7163 |     0 |
| 370    |     4195 |    1 |  7163 |  7163 |
| 370+   |     6989 |    1 | 32324 |     0 |
| 371    |     6989 |    1 | 32324 | 32324 |
| 371+   |      189 |    1 | 32162 |     0 |
| 372    |      189 |    1 | 32162 | 32162 |
| 372+   |     4153 |    1 | 25623 |     0 |
| 373    |     4153 |    1 | 25623 | 25623 |
| 373+   |    15676 |    1 |  4545 |     0 |
| 374    |    15676 |    1 |  4545 |  4545 |
| 374+   |     3940 |    0 |  4545 |     0 |
| 375    |     3940 |    0 |  4545 |     0 |
| 375+   |     6019 |    1 | 16272 |     0 |
| 376    |     6019 |    1 | 16272 | 16272 |
| 376+   |     9470 |    0 | 16272 |     0 |
| 377    |     9470 |    0 | 16272 |     0 |
| 377+   |    31487 |    0 | 16272 |     0 |
| 378    |    31487 |    0 | 16272 |     0 |
| 378+   |    13182 |    0 | 16272 |     0 |
| 379    |    13182 |    0 | 16272 |     0 |
| 379+   |    10825 |    1 | 26268 |     0 |
| 380    |    10825 |    1 | 26268 | 26268 |
| 380+   |    14037 |    0 | 26268 |     0 |
| 381    |    14037 |    0 | 26268 |     0 |
| 381+   |    13628 |    1 | 31115 |     0 |
| 382    |    13628 |    1 | 31115 | 31115 |
| 382+   |    19874 |    0 | 31115 |     0 |
| 383    |    19874 |    0 | 31115 |     0 |
| 383+   |     1866 |    1 | 11589 |     0 |
| 384    |     1866 |    1 | 11589 | 11589 |
| 384+   |    20916 |    0 | 11589 |     0 |
| 385    |    20916 |    0 | 11589 |     0 |
| 385+   |    28586 |    1 | 14091 |     0 |
| 386    |    28586 |    1 | 14091 | 14091 |
| 386+   |    25782 |    0 | 14091 |     0 |
| 387    |    25782 |    0 | 14091 |     0 |
| 387+   |    21596 |    0 | 14091 |     0 |
| 388    |    21596 |    0 | 14091 |     0 |
| 388+   |     2722 |    0 | 14091 |     0 |
| 389    |     2722 |    0 | 14091 |     0 |
| 389+   |     4086 |    0 | 14091 |     0 |
| 390    |     4086 |    0 | 14091 |     0 |
| 390+   |     8406 |    0 | 14091 |     0 |
| 391    |     8406 |    0 | 14091 |     0 |
| 391+   |    25819 |    0 | 14091 |     0 |
| 392    |    25819 |    0 | 14091 |     0 |
| 392+   |    25219 |    0 | 14091 |     0 |
| 393    |    25219 |    0 | 14091 |     0 |
| 393+   |    25646 |    0 | 14091 |     0 |
| 394    |    25646 |    0 | 14091 |     0 |
| 394+   |    10346 |    1 | 25733 |     0 |
| 395    |    10346 |    1 | 25733 | 25733 |
| 395+   |     7979 |    1 | 22346 |     0 |
| 396    |     7979 |    1 | 22346 | 22346 |
| 396+   |    11731 |    1 | 32641 |     0 |
| 397    |    11731 |    1 | 32641 | 32641 |
| 397+   |    21634 |    0 | 32641 |     0 |
| 398    |    21634 |    0 | 32641 |     0 |
| 398+   |    30151 |    0 | 32641 |     0 |
| 399    |    30151 |    0 | 32641 |     0 |
| 399+   |    29641 |    1 | 29930 |     0 |
| 400    |    29641 |    1 | 29930 | 29930 |
| 400+   |    22143 |    0 | 29930 |     0 |
| 401    |    22143 |    0 | 29930 |     0 |
| 401+   |    17270 |    1 | 20372 |     0 |
| 402    |    17270 |    1 | 20372 | 20372 |
| 402+   |    18234 |    1 |   944 |     0 |
| 403    |    18234 |    1 |   944 |   944 |
| 403+   |    16990 |    0 |   944 |     0 |
| 404    |    16990 |    0 |   944 |     0 |
| 404+   |     8200 |    1 | 31445 |     0 |
| 405    |     8200 |    1 | 31445 | 31445 |
| 405+   |    24783 |    1 | 14055 |     0 |
| 406    |    24783 |    1 | 14055 | 14055 |
| 406+   |    17639 |    0 | 14055 |     0 |
| 407    |    17639 |    0 | 14055 |     0 |
| 407+   |    13361 |    0 | 14055 |     0 |
| 408    |    13361 |    0 | 14055 |     0 |
| 408+   |     5716 |    1 | 32622 |     0 |
| 409    |     5716 |    1 | 32622 | 32622 |
| 409+   |     9590 |    1 | 18416 |     0 |
| 410    |     9590 |    1 | 18416 | 18416 |
| 410+   |    12922 |    1 |  8734 |     0 |
| 411    |    12922 |    1 |  8734 |  8734 |
| 411+   |    32718 |    0 |  8734 |     0 |
| 412    |    32718 |    0 |  8734 |     0 |
| 412+   |     7089 |    0 |  8734 |     0 |
| 413    |     7089 |    0 |  8734 |     0 |
| 413+   |    13015 |    1 |  6497 |     0 |
| 414    |    13015 |    1 |  6497 |  6497 |
| 414+   |     2300 |    0 |  6497 |     0 |
| 415    |     2300 |    0 |  6497 |     0 |
| 415+   |     4319 |    1 | 18998 |     0 |
| 416    |     4319 |    1 | 18998 | 18998 |
| 416+   |     9249 |    0 | 18998 |     0 |
| 417    |     9249 |    0 | 18998 |     0 |
| 417+   |     1967 |    0 | 18998 |     0 |
| 418    |     1967 |    0 | 18998 |     0 |
| 418+   |     1316 |    0 | 18998 |     0 |
| 419    |     1316 |    0 | 18998 |     0 |
| 419+   |    23817 |    1 | 10420 |     0 |
| 420    |    23817 |    1 | 10420 | 10420 |
| 420+   |    16923 |    1 |  6454 |     0 |
| 421    |    16923 |    1 |  6454 |  6454 |
| 421+   |    14441 |    1 | 21470 |     0 |
| 422    |    14441 |    1 | 21470 | 21470 |
| 422+   |    31590 |    0 | 21470 |     0 |
| 423    |    31590 |    0 | 21470 |     0 |
| 423+   |    31969 |    0 | 21470 |     0 |
| 424    |    31969 |    0 | 21470 |     0 |
| 424+   |     8397 |    0 | 21470 |     0 |
| 425    |     8397 |    0 | 21470 |     0 |
| 425+   |     9050 |    1 | 25796 |     0 |
| 426    |     9050 |    1 | 25796 | 25796 |
| 426+   |    30541 |    0 | 25796 |     0 |
| 427    |    30541 |    0 | 25796 |     0 |
| 427+   |    31653 |    0 | 25796 |     0 |
| 428    |    31653 |    0 | 25796 |     0 |
| 428+   |     2225 |    0 | 25796 |     0 |
| 429    |     2225 |    0 | 25796 |     0 |
| 429+   |    32587 |    0 | 25796 |     0 |
| 430    |    32587 |    0 | 25796 |     0 |
| 430+   |    23976 |    1 | 21075 |     0 |
| 431    |    23976 |    1 | 21075 | 21075 |
| 431+   |    23793 |    1 |  8914 |     0 |
| 432    |    23793 |    1 |  8914 |  8914 |
| 432+   |    21199 |    1 | 11161 |     0 |
| 433    |    21199 |    1 | 11161 | 11161 |
| 433+   |    11357 |    1 |  3463 |     0 |
| 434    |    11357 |    1 |  3463 |  3463 |
| 434+   |    19152 |    0 |  3463 |     0 |
| 435    |    19152 |    0 |  3463 |     0 |
| 435+   |    12206 |    0 |  3463 |     0 |
| 436    |    12206 |    0 |  3463 |     0 |
| 436+   |    17951 |    1 | 10553 |     0 |
| 437    |    17951 |    1 | 10553 | 10553 |
| 437+   |    26915 |    0 | 10553 |     0 |
| 438    |    26915 |    0 | 10553 |     0 |
| 438+   |    17383 |    0 | 10553 |     0 |
| 439    |    17383 |    0 | 10553 |     0 |
| 439+   |    12760 |    0 | 10553 |     0 |
| 440    |    12760 |    0 | 10553 |     0 |
| 440+   |    18874 |    0 | 10553 |     0 |
| 441    |    18874 |    0 | 10553 |     0 |
| 441+   |     3806 |    1 | 14739 |     0 |
| 442    |     3806 |    1 | 14739 | 14739 |
| 442+   |    16073 |    1 |  2754 |     0 |
| 443    |    16073 |    1 |  2754 |  2754 |
| 443+   |    25966 |    1 |  7042 |     0 |
| 444    |    25966 |    1 |  7042 |  7042 |
| 444+   |     3197 |    0 |  7042 |     0 |
| 445    |     3197 |    0 |  7042 |     0 |
| 445+   |      897 |    0 |  7042 |     0 |
| 446    |      897 |    0 |  7042 |     0 |
| 446+   |    31975 |    1 | 15530 |     0 |
| 447    |    31975 |    1 | 15530 | 15530 |
| 447+   |    32153 |    0 | 15530 |     0 |
| 448    |    32153 |    0 | 15530 |     0 |
| 448+   |    29953 |    1 | 19812 |     0 |
| 449    |    29953 |    1 | 19812 | 19812 |
| 449+   |    27067 |    0 | 19812 |     0 |
| 450    |    27067 |    0 | 19812 |     0 |
| 450+   |    14354 |    0 | 19812 |     0 |
| 451    |    14354 |    0 | 19812 |     0 |
| 451+   |    19550 |    0 | 19812 |     0 |
| 452    |    19550 |    0 | 19812 |     0 |
| 452+   |    15871 |    0 | 19812 |     0 |
| 453    |    15871 |    0 | 19812 |     0 |
| 453+   |    13305 |    0 | 19812 |     0 |
| 454    |    13305 |    0 | 19812 |     0 |
| 454+   |    24693 |    1 | 27773 |     0 |
| 455    |    24693 |    1 | 27773 | 27773 |
| 455+   |    27186 |    0 | 27773 |     0 |
| 456    |    27186 |    0 | 27773 |     0 |
| 456+   |    28854 |    0 | 27773 |     0 |
| 457    |    28854 |    0 | 27773 |     0 |
| 457+   |    14626 |    1 | 21808 |     0 |
| 458    |    14626 |    1 | 21808 | 21808 |
| 458+   |     8197 |    1 | 12220 |     0 |
| 459    |     8197 |    1 | 12220 | 12220 |
| 459+   |    16966 |    1 |  7689 |     0 |
| 460    |    16966 |    1 |  7689 |  7689 |
| 460+   |     7636 |    0 |  7689 |     0 |
| 461    |     7636 |    0 |  7689 |     0 |
| 461+   |    30426 |    0 |  7689 |     0 |
| 462    |    30426 |    0 |  7689 |     0 |
| 462+   |     3962 |    0 |  7689 |     0 |
| 463    |     3962 |    0 |  7689 |     0 |
| 463+   |    10324 |    1 |  5025 |     0 |
| 464    |    10324 |    1 |  5025 |  5025 |
| 464+   |    12018 |    0 |  5025 |     0 |
| 465    |    12018 |    0 |  5025 |     0 |
| 465+   |    28422 |    0 |  5025 |     0 |
| 466    |    28422 |    0 |  5025 |     0 |
| 466+   |    22497 |    1 | 19750 |     0 |
| 467    |    22497 |    1 | 19750 | 19750 |
| 467+   |    17128 |    0 | 19750 |     0 |
| 468    |    17128 |    0 | 19750 |     0 |
| 468+   |    28391 |    1 | 12749 |     0 |
| 469    |    28391 |    1 | 12749 | 12749 |
| 469+   |     9986 |    1 | 20605 |     0 |
| 470    |     9986 |    1 | 20605 | 20605 |
| 470+   |    13890 |    1 | 18410 |     0 |
| 471    |    13890 |    1 | 18410 | 18410 |
| 471+   |     3389 |    1 | 30417 |     0 |
| 472    |     3389 |    1 | 30417 | 30417 |
| 472+   |    16408 |    1 | 28129 |     0 |
| 473    |    16408 |    1 | 28129 | 28129 |
| 473+   |    30253 |    0 | 28129 |     0 |
| 474    |    30253 |    0 | 28129 |     0 |
| 474+   |     9862 |    1 | 12069 |     0 |
| 475    |     9862 |    1 | 12069 | 12069 |
| 475+   |     2065 |    0 | 12069 |     0 |
| 476    |     2065 |    0 | 12069 |     0 |
| 476+   |    31708 |    1 |  7953 |     0 |
| 477    |    31708 |    1 |  7953 |  7953 |
| 477+   |    23578 |    1 | 23086 |     0 |
| 478    |    23578 |    1 | 23086 | 23086 |
| 478+   |    20616 |    1 | 11565 |     0 |
| 479    |    20616 |    1 | 11565 | 11565 |
| 479+   |    28811 |    1 | 24978 |     0 |
| 480    |    28811 |    1 | 24978 | 24978 |
| 480+   |    10580 |    0 | 24978 |     0 |
| 481    |    10580 |    0 | 24978 |     0 |
| 481+   |    28030 |    0 | 24978 |     0 |
| 482    |    28030 |    0 | 24978 |     0 |
| 482+   |    29043 |    1 | 24279 |     0 |
| 483    |    29043 |    1 | 24279 | 24279 |
| 483+   |    12787 |    1 | 27547 |     0 |
| 484    |    12787 |    1 | 27547 | 27547 |
| 484+   |    12376 |    1 | 27226 |     0 |
| 485    |    12376 |    1 | 27226 | 27226 |
| 485+   |     3348 |    1 |  2442 |     0 |
| 486    |     3348 |    1 |  2442 |  2442 |
| 486+   |    21873 |    0 |  2442 |     0 |
| 487    |    21873 |    0 |  2442 |     0 |
| 487+   |    11425 |    1 | 17818 |     0 |
| 488    |    11425 |    1 | 17818 | 17818 |
| 488+   |    30198 |    0 | 17818 |     0 |
| 489    |    30198 |    0 | 17818 |     0 |
| 489+   |    22007 |    0 | 17818 |     0 |
| 490    |    22007 |    0 | 17818 |     0 |
| 490+   |     6048 |    1 | 23620 |     0 |
| 491    |     6048 |    1 | 23620 | 23620 |
| 491+   |    22624 |    1 | 11615 |     0 |
| 492    |    22624 |    1 | 11615 | 11615 |
| 492+   |    14095 |    1 | 31959 |     0 |
| 493    |    14095 |    1 | 31959 | 31959 |
| 493+   |      810 |    1 | 28810 |     0 |
| 494    |      810 |    1 | 28810 | 28810 |
| 494+   |     2408 |    1 | 21213 |     0 |
| 495    |     2408 |    1 | 21213 | 21213 |
| 495+   |    14392 |    1 | 21587 |     0 |
| 496    |    14392 |    1 | 21587 | 21587 |
| 496+   |    18379 |    0 | 21587 |     0 |
| 497    |    18379 |    0 | 21587 |     0 |
| 497+   |    12844 |    0 | 21587 |     0 |
| 498    |    12844 |    0 | 21587 |     0 |
| 498+   |    31825 |    1 | 21931 |     0 |
| 499    |    31825 |    1 | 21931 | 21931 |
| 499+   |    19730 |    1 | 10977 |     0 |
| 500    |    19730 |    1 | 10977 | 10977 |
| 500+   |    21185 |    0 | 10977 |     0 |
| 501    |    21185 |    0 | 10977 |     0 |
| 501+   |    28310 |    1 | 24530 |     0 |
| 502    |    28310 |    1 | 24530 | 24530 |
| 502+   |    21220 |    1 |  3261 |     0 |
| 503    |    21220 |    1 |  3261 |  3261 |
| 503+   |    31400 |    1 | 17163 |     0 |
| 504    |    31400 |    1 | 17163 | 17163 |
| 504+   |    13125 |    1 |    72 |     0 |
| 505    |    13125 |    1 |    72 |    72 |
| 505+   |    11375 |    1 |  1399 |     0 |
| 506    |    11375 |    1 |  1399 |  1399 |
| 506+   |    28719 |    0 |  1399 |     0 |
| 507    |    28719 |    0 |  1399 |     0 |
| 507+   |    17053 |    0 |  1399 |     0 |
| 508    |    17053 |    0 |  1399 |     0 |
| 508+   |    13877 |    1 | 15351 |     0 |
| 509    |    13877 |    1 | 15351 | 15351 |
| 509+   |      133 |    1 | 15867 |     0 |
| 510    |      133 |    1 | 15867 | 15867 |
| 510+   |    12132 |    0 | 15867 |     0 |
| 511    |    12132 |    0 | 15867 |     0 |
| 511+   |     3040 |    1 | 15870 |     0 |
| 512    |     3040 |    1 | 15870 | 15870 |
| 512+   |    22158 |    1 | 14898 |     0 |
| 513    |    22158 |    1 | 14898 | 14898 |
| 513+   |    10780 |    1 | 23850 |     0 |
| 514    |    10780 |    1 | 23850 | 23850 |
| 514+   |     8927 |    1 | 18480 |     0 |
| 515    |     8927 |    1 | 18480 | 18480 |
| 515+   |    21638 |    1 | 28331 |     0 |
| 516    |    21638 |    1 | 28331 | 28331 |
| 516+   |    20929 |    0 | 28331 |     0 |
| 517    |    20929 |    0 | 28331 |     0 |
| 517+   |    31262 |    1 | 15987 |     0 |
| 518    |    31262 |    1 | 15987 | 15987 |
| 518+   |     2334 |    1 |   795 |     0 |
| 519    |     2334 |    1 |   795 |   795 |
| 519+   |    23949 |    1 | 24541 |     0 |
| 520    |    23949 |    1 | 24541 | 24541 |
| 520+   |     7244 |    1 |  3609 |     0 |
| 521    |     7244 |    1 |  3609 |  3609 |
| 521+   |    30183 |    0 |  3609 |     0 |
| 522    |    30183 |    0 |  3609 |     0 |
| 522+   |    24095 |    0 |  3609 |     0 |
| 523    |    24095 |    0 |  3609 |     0 |
| 523+   |     4619 |    1 | 18985 |     0 |
| 524    |     4619 |    1 | 18985 | 18985 |
| 524+   |     3769 |    1 |  4272 |     0 |
| 525    |     3769 |    1 |  4272 |  4272 |
| 525+   |     2750 |    1 | 20222 |     0 |
| 526    |     2750 |    1 | 20222 | 20222 |
| 526+   |    21146 |    0 | 20222 |     0 |
| 527    |    21146 |    0 | 20222 |     0 |
| 527+   |     8122 |    1 | 14215 |     0 |
| 528    |     8122 |    1 | 14215 | 14215 |
| 528+   |    28314 |    0 | 14215 |     0 |
| 529    |    28314 |    0 | 14215 |     0 |
| 529+   |    13689 |    0 | 14215 |     0 |
| 530    |    13689 |    0 | 14215 |     0 |
| 530+   |    27801 |    0 | 14215 |     0 |
| 531    |    27801 |    0 | 14215 |     0 |
| 531+   |     5450 |    1 | 18298 |     0 |
| 532    |     5450 |    1 | 18298 | 18298 |
| 532+   |     6077 |    1 |  6984 |     0 |
| 533    |     6077 |    1 |  6984 |  6984 |
| 533+   |     6975 |    0 |  6984 |     0 |
| 534    |     6975 |    0 |  6984 |     0 |
| 534+   |     1411 |    0 |  6984 |     0 |
| 535    |     1411 |    0 |  6984 |     0 |
| 535+   |    11591 |    1 |  6749 |     0 |
| 536    |    11591 |    1 |  6749 |  6749 |
| 536+   |     2111 |    0 |  6749 |     0 |
| 537    |     2111 |    0 |  6749 |     0 |
| 537+   |    32296 |    1 | 31305 |     0 |
| 538    |    32296 |    1 | 31305 | 31305 |
| 538+   |    22969 |    1 | 20602 |     0 |
| 539    |    22969 |    1 | 20602 | 20602 |
| 539+   |     6460 |    1 | 17369 |     0 |
| 540    |     6460 |    1 | 17369 | 17369 |
| 540+   |     3368 |    0 | 17369 |     0 |
| 541    |     3368 |    0 | 17369 |     0 |
| 541+   |     6923 |    1 | 19264 |     0 |
| 542    |     6923 |    1 | 19264 | 19264 |
| 542+   |    27745 |    1 | 18162 |     0 |
| 543    |    27745 |    1 | 18162 | 18162 |
| 543+   |    18080 |    1 | 14648 |     0 |
| 544    |    18080 |    1 | 14648 | 14648 |
| 544+   |    22320 |    0 | 14648 |     0 |
| 545    |    22320 |    0 | 14648 |     0 |
| 545+   |      520 |    0 | 14648 |     0 |
| 546    |      520 |    0 | 14648 |     0 |
| 546+   |    12291 |    0 | 14648 |     0 |
| 547    |    12291 |    0 | 14648 |     0 |
| 547+   |    29200 |    0 | 14648 |     0 |
| 548    |    29200 |    0 | 14648 |     0 |
| 548+   |    19746 |    0 | 14648 |     0 |
| 549    |    19746 |    0 | 14648 |     0 |
| 549+   |    25723 |    1 | 13865 |     0 |
| 550    |    25723 |    1 | 13865 | 13865 |
| 550+   |    17611 |    0 | 13865 |     0 |
| 551    |    17611 |    0 | 13865 |     0 |
| 551+   |    28797 |    0 | 13865 |     0 |
| 552    |    28797 |    0 | 13865 |     0 |
| 552+   |     8767 |    1 | 15114 |     0 |
| 553    |     8767 |    1 | 15114 | 15114 |
| 553+   |    11237 |    0 | 15114 |     0 |
| 554    |    11237 |    0 | 15114 |     0 |
| 554+   |     6135 |    1 |  8490 |     0 |
| 555    |     6135 |    1 |  8490 |  8490 |
| 555+   |     8545 |    1 | 17539 |     0 |
| 556    |     8545 |    1 | 17539 | 17539 |
| 556+   |    25335 |    1 | 17438 |     0 |
| 557    |    25335 |    1 | 17438 | 17438 |
| 557+   |    29481 |    1 |  9115 |     0 |
| 558    |    29481 |    1 |  9115 |  9115 |
| 558+   |    10774 |    0 |  9115 |     0 |
| 559    |    10774 |    0 |  9115 |     0 |
| 559+   |    22302 |    1 | 20399 |     0 |
| 560    |    22302 |    1 | 20399 | 20399 |
| 560+   |    25531 |    0 | 20399 |     0 |
| 561    |    25531 |    0 | 20399 |     0 |
| 561+   |    30736 |    0 | 20399 |     0 |
| 562    |    30736 |    0 | 20399 |     0 |
| 562+   |    19899 |    1 | 23494 |     0 |
| 563    |    19899 |    1 | 23494 | 23494 |
| 563+   |    23028 |    0 | 23494 |     0 |
| 564    |    23028 |    0 | 23494 |     0 |
