|  time  | address  | load |  in   |  out  |
| 564+   |     9342 |    1 | 14253 |     0 |
| 565    |     9342 |    1 | 14253 | 14253 |
| 565+   |    10587 |    0 | 14253 |     0 |
| 566    |    10587 |    0 | 14253 |     0 |
| 566+   |    22544 |    1 | 13661 |     0 |
| 567    |    22544 |    1 | 13661 | 13661 |
| 567+   |     7902 |    0 | 13661 |     0 |
| 568    |     7902 |    0 | 13661 |     0 |
| 568+   |    25848 |    0 | 13661 |     0 |
| 569    |    25848 |    0 | 13661 |     0 |
| 569+   |     2474 |    0 | 13661 |     0 |
| 570    |     2474 |    0 | 13661 |     0 |
| 570+   |     4910 |    1 | 21351 |     0 |
| 571    |     4910 |    1 | 21351 | 21351 |
| 571+   |      746 |    1 | 10612 |     0 |
| 572    |      746 |    1 | 10612 | 10612 |
| 572+   |    12114 |    1 | 13281 |     0 |
| 573    |    12114 |    1 | 13281 | 13281 |
| 573+   |     3812 |    1 |  9099 |     0 |
| 574    |     3812 |    1 |  9099 |  9099 |
| 574+   |     9427 |    0 |  9099 |     0 |
| 575    |     9427 |    0 |  9099 |     0 |
| 575+   |    27887 |    0 |  9099 |     0 |
| 576    |    27887 |    0 |  9099 |     0 |
| 576+   |     9085 |    0 |  9099 |     0 |
| 577    |     9085 |    0 |  9099 |     0 |
| 577+   |    13401 |    0 |  9099 |     0 |
| 578    |    13401 |    0 |  9099 |     0 |
| 578+   |    11653 |    0 |  9099 |     0 |
| 579    |    11653 |    0 |  9099 |     0 |
| 579+   |    14263 |    0 |  9099 |     0 |
| 580    |    14263 |    0 |  9099 |     0 |
| 580+   |    10031 |    0 |  9099 |     0 |
| 581    |    10031 |    0 |  9099 |     0 |
| 581+   |    23032 |    1 | 18860 |     0 |
| 582    |    23032 |    1 | 18860 | 18860 |
| 582+   |    25943 |    1 | 25513 |     0 |
| 583    |    25943 |    1 | 25513 | 25513 |
| 583+   |    11882 |    0 | 25513 |     0 |
| 584    |    11882 |    0 | 25513 |     0 |
| 584+   |    19022 |    1 | 12872 |     0 |
| 585    |    19022 |    1 | 12872 | 12872 |
| 585+   |      785 |    0 | 12872 |     0 |
| 586    |      785 |    0 | 12872 |     0 |
| 586+   |    27658 |    0 | 12872 |     0 |
| 587    |    27658 |    0 | 12872 |     0 |
| 587+   |     9547 |    0 | 12872 |     0 |
| 588    |     9547 |    0 | 12872 |     0 |
| 588+   |    14541 |    0 | 12872 |     0 |
| 589    |    14541 |    0 | 12872 |     0 |
| 589+   |    18496 |    1 | 26397 |     0 |
| 590    |    18496 |    1 | 26397 | 26397 |
| 590+   |    13510 |    1 |  1691 |     0 |
| 591    |    13510 |    1 |  1691 |  1691 |
| 591+   |    29567 |    0 |  1691 |     0 |
| 592    |    29567 |    0 |  1691 |     0 |
| 592+   |     6967 |    0 |  1691 |     0 |
| 593    |     6967 |    0 |  1691 |     0 |
| 593+   |    16246 |    1 | 15024 |     0 |
| 594    |    16246 |    1 | 15024 | 15024 |
| 594+   |     4325 |    0 | 15024 |     0 |
| 595    |     4325 |    0 | 15024 |     0 |
| 595+   |    28714 |    1 |  8514 |     0 |
| 596    |    28714 |    1 |  8514 |  8514 |
| 596+   |    21087 |    0 |  8514 |     0 |
| 597    |    21087 |    0 |  8514 |     0 |
| 597+   |    12865 |    0 |  8514 |     0 |
| 598    |    12865 |    0 |  8514 |     0 |
| 598+   |    17655 |    0 |  8514 |     0 |
| 599    |    17655 |    0 |  8514 |     0 |
| 599+   |     3384 |    0 |  8514 |     0 |
| 600    |     3384 |    0 |  8514 |     0 |
| 600+   |    27598 |    0 |  8514 |     0 |
| 601    |    27598 |    0 |  8514 |     0 |
| 601+   |    31125 |    1 | 30423 |     0 |
| 602    |    31125 |    1 | 30423 | 30423 |
| 602+   |    28594 |    0 | 30423 |     0 |
| 603    |    28594 |    0 | 30423 |     0 |
| 603+   |     1371 |    0 | 30423 |     0 |
| 604    |     1371 |    0 | 30423 |     0 |
| 604+   |     6845 |    0 | 30423 |     0 |
| 605    |     6845 |    0 | 30423 |     0 |
| 605+   |     5031 |    0 | 30423 |     0 |
| 606    |     5031 |    0 | 30423 |     0 |
| 606+   |    26216 |    1 |  6557 |     0 |
| 607    |    26216 |    1 |  6557 |  6557 |
| 607+   |    20372 |    1 | 21547 |     0 |
| 608    |    20372 |    1 | 21547 | 21547 |
| 608+   |    26149 |    0 | 21547 |     0 |
| 609    |    26149 |    0 | 21547 |     0 |
| 609+   |    15521 |    0 | 21547 |     0 |
| 610    |    15521 |    0 | 21547 |     0 |
| 610+   |    18765 |    0 | 21547 |     0 |
| 611    |    18765 |    0 | 21547 |     0 |
| 611+   |    19396 |    1 | 14644 |     0 |
| 612    |    19396 |    1 | 14644 | 14644 |
| 612+   |    21196 |    0 | 14644 |     0 |
| 613    |    21196 |    0 | 14644 |     0 |
| 613+   |    23236 |    0 | 14644 |     0 |
| 614    |    23236 |    0 | 14644 |     0 |
| 614+   |    19107 |    0 | 14644 |     0 |
| 615    |    19107 |    0 | 14644 |     0 |
| 615+   |     6277 |    0 | 14644 |     0 |
| 616    |     6277 |    0 | 14644 |     0 |
| 616+   |     8546 |    1 | 18796 |     0 |
| 617    |     8546 |    1 | 18796 | 18796 |
| 617+   |    11491 |    1 | 22647 |     0 |
| 618    |    11491 |    1 | 22647 | 22647 |
| 618+   |     7953 |    0 | 22647 |     0 |
| 619    |     7953 |    0 | 22647 |     0 |
| 619+   |    18657 |    1 | 21805 |     0 |
| 620    |    18657 |    1 | 21805 | 21805 |
| 620+   |    10376 |    1 | 28151 |     0 |
| 621    |    10376 |    1 | 28151 | 28151 |
| 621+   |     2069 |    0 | 28151 |     0 |
| 622    |     2069 |    0 | 28151 |     0 |
| 622+   |     4316 |    0 | 28151 |     0 |
| 623    |     4316 |    0 | 28151 |     0 |
| 623+   |    18061 |    1 | 21021 |     0 |
| 624    |    18061 |    1 | 21021 | 21021 |
| 624+   |     2734 |    0 | 21021 |     0 |
| 625    |     2734 |    0 | 21021 |     0 |
| 625+   |    23284 |    0 | 21021 |     0 |
| 626    |    23284 |    0 | 21021 |     0 |
| 626+   |    12702 |    0 | 21021 |     0 |
| 627    |    12702 |    0 | 21021 |     0 |
| 627+   |    28942 |    0 | 21021 |     0 |
| 628    |    28942 |    0 | 21021 |     0 |
| 628+   |    22300 |    0 | 21021 |     0 |
| 629    |    22300 |    0 | 21021 |     0 |
| 629+   |    12770 |    1 | 17487 |     0 |
| 630    |    12770 |    1 | 17487 | 17487 |
| 630+   |    12321 |    0 | 17487 |     0 |
| 631    |    12321 |    0 | 17487 |     0 |
| 631+   |    20058 |    0 | 17487 |     0 |
| 632    |    20058 |    0 | 17487 |     0 |
| 632+   |    18402 |    1 |  6670 |     0 |
| 633    |    18402 |    1 |  6670 |  6670 |
| 633+   |    19733 |    0 |  6670 |     0 |
| 634    |    19733 |    0 |  6670 |     0 |
| 634+   |    10616 |    1 |  3954 |     0 |
| 635    |    10616 |    1 |  3954 |  3954 |
| 635+   |    13622 |    1 | 22331 |     0 |
| 636    |    13622 |    1 | 22331 | 22331 |
| 636+   |     5201 |    0 | 22331 |     0 |
| 637    |     5201 |    0 | 22331 |     0 |
| 637+   |    16515 |    0 | 22331 |     0 |
| 638    |    16515 |    0 | 22331 |     0 |
| 638+   |     5325 |    0 | 22331 |     0 |
| 639    |     5325 |    0 | 22331 |     0 |
| 639+   |    14621 |    1 | 21551 |     0 |
| 640    |    14621 |    1 | 21551 | 21551 |
| 640+   |     2334 |    0 | 21551 |   795 |
| 641    |     2334 |    0 | 21551 |   795 |
| 641+   |    27734 |    1 |   908 |     0 |
| 642    |    27734 |    1 |   908 |   908 |
| 642+   |    29918 |    1 | 30772 |     0 |
| 643    |    29918 |    1 | 30772 | 30772 |
| 643+   |    17580 |    1 | 16849 |     0 |
| 644    |    17580 |    1 | 16849 | 16849 |
| 644+   |    21877 |    0 | 16849 |     0 |
| 645    |    21877 |    0 | 16849 |     0 |
| 645+   |     6364 |    0 | 16849 |     0 |
| 646    |     6364 |    0 | 16849 |     0 |
| 646+   |     3491 |    1 | 15129 |     0 |
| 647    |     3491 |    1 | 15129 | 15129 |
| 647+   |     3330 |    0 | 15129 |     0 |
| 648    |     3330 |    0 | 15129 |     0 |
| 648+   |    19440 |    1 | 18441 |     0 |
| 649    |    19440 |    1 | 18441 | 18441 |
| 649+   |    10620 |    0 | 18441 |     0 |
| 650    |    10620 |    0 | 18441 |     0 |
| 650+   |    10275 |    0 | 18441 |     0 |
| 651    |    10275 |    0 | 18441 |     0 |
| 651+   |    25444 |    0 | 18441 |     0 |
| 652    |    25444 |    0 | 18441 |     0 |
| 652+   |    27548 |    1 | 22048 |     0 |
| 653    |    27548 |    1 | 22048 | 22048 |
| 653+   |    30877 |    1 | 13186 |     0 |
| 654    |    30877 |    1 | 13186 | 13186 |
| 654+   |    15326 |    0 | 13186 |     0 |
| 655    |    15326 |    0 | 13186 |     0 |
| 655+   |    30851 |    0 | 13186 |     0 |
| 656    |    30851 |    0 | 13186 |     0 |
| 656+   |    23102 |    1 | 28235 |     0 |
| 657    |    23102 |    1 | 28235 | 28235 |
| 657+   |    26912 |    0 | 28235 |     0 |
| 658    |    26912 |    0 | 28235 |     0 |
| 658+   |     7119 |    0 | 28235 |     0 |
| 659    |     7119 |    0 | 28235 |     0 |
| 659+   |    18638 |    0 | 28235 |     0 |
| 660    |    18638 |    0 | 28235 |     0 |
| 660+   |    20100 |    0 | 28235 |     0 |
| 661    |    20100 |    0 | 28235 |     0 |
| 661+   |    20226 |    1 | 13053 |     0 |
| 662    |    20226 |    1 | 13053 | 13053 |
| 662+   |     2868 |    1 | 21244 |     0 |
| 663    |     2868 |    1 | 21244 | 21244 |
| 663+   |    18341 |    1 | 11264 |     0 |
| 664    |    18341 |    1 | 11264 | 11264 |
| 664+   |    30709 |    1 |  1123 |     0 |
| 665    |    30709 |    1 |  1123 |  1123 |
| 665+   |    24413 |    1 | 31082 |     0 |
| 666    |    24413 |    1 | 31082 | 31082 |
| 666+   |     8058 |    0 | 31082 |     0 |
| 667    |     8058 |    0 | 31082 |     0 |
| 667+   |    31545 |    1 | 31599 |     0 |
| 668    |    31545 |    1 | 31599 | 31599 |
| 668+   |     9657 |    0 | 31599 |     0 |
| 669    |     9657 |    0 | 31599 |     0 |
| 669+   |    31098 |    0 | 31599 |     0 |
| 670    |    31098 |    0 | 31599 |     0 |
| 670+   |     6025 |    0 | 31599 |     0 |
| 671    |     6025 |    0 | 31599 |     0 |
| 671+   |    10705 |    1 |  9464 |     0 |
| 672    |    10705 |    1 |  9464 |  9464 |
| 672+   |    25500 |    1 | 14521 |     0 |
| 673    |    25500 |    1 | 14521 | 14521 |
| 673+   |     5025 |    1 |  1293 |     0 |
| 674    |     5025 |    1 |  1293 |  1293 |
| 674+   |     4917 |    0 |  1293 |     0 |
| 675    |     4917 |    0 |  1293 |     0 |
| 675+   |    10437 |    1 | 13874 |     0 |
| 676    |    10437 |    1 | 13874 | 13874 |
| 676+   |     9177 |    0 | 13874 |     0 |
| 677    |     9177 |    0 | 13874 |     0 |
| 677+   |    31173 |    0 | 13874 |     0 |
| 678    |    31173 |    0 | 13874 |     0 |
| 678+   |    28863 |    0 | 13874 |     0 |
| 679    |    28863 |    0 | 13874 |     0 |
| 679+   |     1108 |    1 | 21857 |     0 |
| 680    |     1108 |    1 | 21857 | 21857 |
| 680+   |    30120 |    0 | 21857 |     0 |
| 681    |    30120 |    0 | 21857 |     0 |
| 681+   |    22590 |    1 | 21175 |     0 |
| 682    |    22590 |    1 | 21175 | 21175 |
| 682+   |    21926 |    1 |  7863 |     0 |
| 683    |    21926 |    1 |  7863 |  7863 |
| 683+   |    21713 |    1 | 21278 |     0 |
| 684    |    21713 |    1 | 21278 | 21278 |
| 684+   |    15909 |    0 | 21278 |     0 |
| 685    |    15909 |    0 | 21278 |     0 |
| 685+   |    19142 |    1 | 22425 |     0 |
| 686    |    19142 |    1 | 22425 | 22425 |
| 686+   |    29391 |    1 | 13728 |     0 |
| 687    |    29391 |    1 | 13728 | 13728 |
| 687+   |    27920 |    0 | 13728 |     0 |
| 688    |    27920 |    0 | 13728 |     0 |
| 688+   |    20003 |    1 | 17493 |     0 |
| 689    |    20003 |    1 | 17493 | 17493 |
| 689+   |    16740 |    1 |  8964 |     0 |
| 690    |    16740 |    1 |  8964 |  8964 |
| 690+   |    21301 |    1 | 23318 |     0 |
| 691    |    21301 |    1 | 23318 | 23318 |
| 691+   |    10369 |    0 | 23318 |     0 |
| 692    |    10369 |    0 | 23318 |     0 |
| 692+   |     6871 |    1 |  2336 |     0 |
| 693    |     6871 |    1 |  2336 |  2336 |
| 693+   |    22866 |    1 |  8704 |     0 |
| 694    |    22866 |    1 |  8704 |  8704 |
| 694+   |       68 |    0 |  8704 |     0 |
| 695    |       68 |    0 |  8704 |     0 |
| 695+   |     2314 |    0 |  8704 |     0 |
| 696    |     2314 |    0 |  8704 |     0 |
| 696+   |    24705 |    1 | 10038 |     0 |
| 697    |    24705 |    1 | 10038 | 10038 |
| 697+   |    24646 |    1 | 11102 |     0 |
| 698    |    24646 |    1 | 11102 | 11102 |
| 698+   |    23886 |    1 | 14183 |     0 |
| 699    |    23886 |    1 | 14183 | 14183 |
| 699+   |    21933 |    0 | 14183 |     0 |
| 700    |    21933 |    0 | 14183 |     0 |
| 700+   |    26749 |    0 | 14183 |     0 |
| 701    |    26749 |    0 | 14183 |     0 |
| 701+   |     7805 |    1 | 28370 |     0 |
| 702    |     7805 |    1 | 28370 | 28370 |
| 702+   |    12223 |    0 | 28370 |     0 |
| 703    |    12223 |    0 | 28370 |     0 |
| 703+   |    19204 |    0 | 28370 |     0 |
| 704    |    19204 |    0 | 28370 |     0 |
| 704+   |    25302 |    0 | 28370 |     0 |
| 705    |    25302 |    0 | 28370 |     0 |
| 705+   |    16380 |    0 | 28370 |     0 |
| 706    |    16380 |    0 | 28370 |     0 |
| 706+   |    24525 |    1 | 21719 |     0 |
| 707    |    24525 |    1 | 21719 | 21719 |
| 707+   |    32311 |    1 |  3427 |     0 |
| 708    |    32311 |    1 |  3427 |  3427 |
| 708+   |    21651 |    1 | 30245 |     0 |
| 709    |    21651 |    1 | 30245 | 30245 |
| 709+   |    13411 |    1 |  8892 |     0 |
| 710    |    13411 |    1 |  8892 |  8892 |
| 710+   |    11829 |    0 |  8892 |     0 |
| 711    |    11829 |    0 |  8892 |     0 |
| 711+   |     8288 |    1 |  4324 |     0 |
| 712    |     8288 |    1 |  4324 |  4324 |
| 712+   |    22809 |    0 |  4324 |     0 |
| 713    |    22809 |    0 |  4324 |     0 |
| 713+   |    32206 |    1 | 13282 |     0 |
| 714    |    32206 |    1 | 13282 | 13282 |
| 714+   |     1070 |    1 | 20225 |     0 |
| 715    |     1070 |    1 | 20225 | 20225 |
| 715+   |    18263 |    0 | 20225 |     0 |
| 716    |    18263 |    0 | 20225 |     0 |
| 716+   |    17418 |    1 | 24738 |     0 |
| 717    |    17418 |    1 | 24738 | 24738 |
| 717+   |    23512 |    0 | 24738 |     0 |
| 718    |    23512 |    0 | 24738 |     0 |
| 718+   |     7809 |    1 | 13946 |     0 |
| 719    |     7809 |    1 | 13946 | 13946 |
| 719+   |    10535 |    0 | 13946 |     0 |
| 720    |    10535 |    0 | 13946 |     0 |
| 720+   |    32303 |    1 |   262 |     0 |
| 721    |    32303 |    1 |   262 |   262 |
| 721+   |    23959 |    0 |   262 |     0 |
| 722    |    23959 |    0 |   262 |     0 |
| 722+   |     8624 |    0 |   262 |     0 |
| 723    |     8624 |    0 |   262 |     0 |
| 723+   |    23538 |    1 | 31221 |     0 |
| 724    |    23538 |    1 | 31221 | 31221 |
| 724+   |      454 |    0 | 31221 |     0 |
| 725    |      454 |    0 | 31221 |     0 |
| 725+   |    23433 |    1 | 15073 |     0 |
| 726    |    23433 |    1 | 15073 | 15073 |
| 726+   |      884 |    1 |  3611 |     0 |
| 727    |      884 |    1 |  3611 |  3611 |
| 727+   |    25529 |    0 |  3611 |     0 |
| 728    |    25529 |    0 |  3611 |     0 |
| 728+   |     4771 |    0 |  3611 |     0 |
| 729    |     4771 |    0 |  3611 |     0 |
| 729+   |    28166 |    1 |  7045 |     0 |
| 730    |    28166 |    1 |  7045 |  7045 |
| 730+   |    17238 |    1 |  6394 |     0 |
| 731    |    17238 |    1 |  6394 |  6394 |
| 731+   |    27884 |    0 |  6394 |     0 |
| 732    |    27884 |    0 |  6394 |     0 |
| 732+   |     2170 |    1 | 15659 |     0 |
| 733    |     2170 |    1 | 15659 | 15659 |
| 733+   |    22816 |    0 | 15659 |     0 |
| 734    |    22816 |    0 | 15659 |     0 |
| 734+   |    20090 |    1 | 10303 |     0 |
| 735    |    20090 |    1 | 10303 | 10303 |
| 735+   |      835 |    1 | 18937 |     0 |
| 736    |      835 |    1 | 18937 | 18937 |
| 736+   |    26123 |    0 | 18937 |     0 |
| 737    |    26123 |    0 | 18937 |     0 |
| 737+   |    10311 |    1 | 30320 |     0 |
| 738    |    10311 |    1 | 30320 | 30320 |
| 738+   |    17567 |    1 | 14672 |     0 |
| 739    |    17567 |    1 | 14672 | 14672 |
| 739+   |    13892 |    1 | 16003 |     0 |
| 740    |    13892 |    1 | 16003 | 16003 |
| 740+   |    19056 |    0 | 16003 |     0 |
| 741    |    19056 |    0 | 16003 |     0 |
| 741+   |      621 |    1 | 28164 |     0 |
| 742    |      621 |    1 | 28164 | 28164 |
| 742+   |      314 |    1 |  5775 |     0 |
| 743    |      314 |    1 |  5775 |  5775 |
| 743+   |     2919 |    0 |  5775 |     0 |
| 744    |     2919 |    0 |  5775 |     0 |
| 744+   |     6868 |    0 |  5775 |     0 |
| 745    |     6868 |    0 |  5775 |     0 |
| 745+   |     5335 |    0 |  5775 |     0 |
| 746    |     5335 |    0 |  5775 |     0 |
| 746+   |    20429 |    0 |  5775 |     0 |
| 747    |    20429 |    0 |  5775 |     0 |
| 747+   |    14336 |    1 |   699 |     0 |
| 748    |    14336 |    1 |   699 |   699 |
| 748+   |    20245 |    0 |   699 |     0 |
| 749    |    20245 |    0 |   699 |     0 |
| 749+   |     8732 |    0 |   699 |     0 |
| 750    |     8732 |    0 |   699 |     0 |
| 750+   |    12370 |    1 | 15079 |     0 |
| 751    |    12370 |    1 | 15079 | 15079 |
| 751+   |    17016 |    1 | 13114 |     0 |
| 752    |    17016 |    1 | 13114 | 13114 |
| 752+   |    26046 |    0 | 13114 |     0 |
| 753    |    26046 |    0 | 13114 |     0 |
| 753+   |    15763 |    1 | 11080 |     0 |
| 754    |    15763 |    1 | 11080 | 11080 |
| 754+   |    17103 |    1 |  2646 |     0 |
| 755    |    17103 |    1 |  2646 |  2646 |
| 755+   |     7345 |    0 |  2646 |     0 |
| 756    |     7345 |    0 |  2646 |     0 |
| 756+   |    27784 |    1 | 19282 |     0 |
| 757    |    27784 |    1 | 19282 | 19282 |
| 757+   |     4564 |    1 | 24246 |     0 |
| 758    |     4564 |    1 | 24246 | 24246 |
| 758+   |      888 |    0 | 24246 |     0 |
| 759    |      888 |    0 | 24246 |     0 |
| 759+   |     1371 |    1 | 27076 |     0 |
| 760    |     1371 |    1 | 27076 | 27076 |
| 760+   |    15143 |    0 | 27076 |     0 |
| 761    |    15143 |    0 | 27076 |     0 |
| 761+   |    16777 |    1 | 32153 |     0 |
| 762    |    16777 |    1 | 32153 | 32153 |
| 762+   |    27143 |    0 | 32153 |     0 |
| 763    |    27143 |    0 | 32153 |     0 |
| 763+   |     9477 |    0 | 32153 |     0 |
| 764    |     9477 |    0 | 32153 |     0 |
| 764+   |    10329 |    0 | 32153 |     0 |
| 765    |    10329 |    0 | 32153 |     0 |
| 765+   |    15467 |    0 | 32153 |     0 |
| 766    |    15467 |    0 | 32153 |     0 |
| 766+   |    15603 |    0 | 32153 |     0 |
| 767    |    15603 |    0 | 32153 |     0 |
| 767+   |    14263 |    1 | 13137 |     0 |
| 768    |    14263 |    1 | 13137 | 13137 |
| 768+   |    27257 |    0 | 13137 |     0 |
| 769    |    27257 |    0 | 13137 |     0 |
| 769+   |     1297 |    1 | 20733 |     0 |
| 770    |     1297 |    1 | 20733 | 20733 |
| 770+   |    31596 |    0 | 20733 |     0 |
| 771    |    31596 |    0 | 20733 |     0 |
| 771+   |    15014 |    1 | 19879 |     0 |
| 772    |    15014 |    1 | 19879 | 19879 |
| 772+   |     6398 |    0 | 19879 |     0 |
| 773    |     6398 |    0 | 19879 |     0 |
| 773+   |      671 |    1 | 25530 |     0 |
| 774    |      671 |    1 | 25530 | 25530 |
| 774+   |     8776 |    1 | 18146 |     0 |
| 775    |     8776 |    1 | 18146 | 18146 |
| 775+   |    18624 |    1 | 30724 |     0 |
| 776    |    18624 |    1 | 30724 | 30724 |
| 776+   |     4612 |    1 | 24358 |     0 |
| 777    |     4612 |    1 | 24358 | 24358 |
| 777+   |    14874 |    1 |  8918 |     0 |
| 778    |    14874 |    1 |  8918 |  8918 |
| 778+   |    22025 |    0 |  8918 |     0 |
| 779    |    22025 |    0 |  8918 |     0 |
| 779+   |    32209 |    1 | 11902 |     0 |
| 780    |    32209 |    1 | 11902 | 11902 |
| 780+   |     2378 |    0 | 11902 |     0 |
| 781    |     2378 |    0 | 11902 |     0 |
| 781+   |      186 |    1 |   936 |     0 |
| 782    |      186 |    1 |   936 |   936 |
| 782+   |    13202 |    0 |   936 |     0 |
| 783    |    13202 |    0 |   936 |     0 |
| 783+   |    10398 |    1 |  8793 |     0 |
| 784    |    10398 |    1 |  8793 |  8793 |
| 784+   |    32409 |    0 |  8793 |     0 |
| 785    |    32409 |    0 |  8793 |     0 |
| 785+   |     1810 |    1 |  1074 |     0 |
| 786    |     1810 |    1 |  1074 |  1074 |
| 786+   |    12680 |    0 |  1074 |     0 |
| 787    |    12680 |    0 |  1074 |     0 |
| 787+   |    21505 |    0 |  1074 |     0 |
| 788    |    21505 |    0 |  1074 |     0 |
| 788+   |     2699 |    1 | 21908 |     0 |
| 789    |     2699 |    1 | 21908 | 21908 |
| 789+   |     7611 |    0 | 21908 |     0 |
| 790    |     7611 |    0 | 21908 |     0 |
| 790+   |    27296 |    1 | 19866 |     0 |
| 791    |    27296 |    1 | 19866 | 19866 |
| 791+   |    22252 |    1 | 25271 |     0 |
| 792    |    22252 |    1 | 25271 | 25271 |
| 792+   |    25475 |    1 | 32097 |     0 |
| 793    |    25475 |    1 | 32097 | 32097 |
| 793+   |    29629 |    0 | 32097 |     0 |
| 794    |    29629 |    0 | 32097 |     0 |
| 794+   |     3788 |    1 |  2375 |     0 |
| 795    |     3788 |    1 |  2375 |  2375 |
| 795+   |    30555 |    0 |  2375 |     0 |
| 796    |    30555 |    0 |  2375 |     0 |
| 796+   |    13972 |    1 | 30667 |     0 |
| 797    |    13972 |    1 | 30667 | 30667 |
| 797+   |    17322 |    0 | 30667 |     0 |
| 798    |    17322 |    0 | 30667 |     0 |
| 798+   |    30487 |    0 | 30667 |     0 |
| 799    |    30487 |    0 | 30667 |     0 |
| 799+   |    18300 |    0 | 30667 |     0 |
| 800    |    18300 |    0 | 30667 |     0 |
| 800+   |    24385 |    0 | 30667 |     0 |
| 801    |    24385 |    0 | 30667 |     0 |
| 801+   |     5451 |    0 | 30667 |     0 |
| 802    |     5451 |    0 | 30667 |     0 |
| 802+   |    21663 |    1 |  6279 |     0 |
| 803    |    21663 |    1 |  6279 |  6279 |
| 803+   |    23158 |    0 |  6279 |     0 |
| 804    |    23158 |    0 |  6279 |     0 |
| 804+   |     6478 |    1 | 28539 |     0 |
| 805    |     6478 |    1 | 28539 | 28539 |
| 805+   |    10237 |    1 |  7259 |     0 |
| 806    |    10237 |    1 |  7259 |  7259 |
| 806+   |     4647 |    1 | 32301 |     0 |
| 807    |     4647 |    1 | 32301 | 32301 |
| 807+   |     9519 |    0 | 32301 |     0 |
| 808    |     9519 |    0 | 32301 |     0 |
| 808+   |    27828 |    1 |  9004 |     0 |
| 809    |    27828 |    1 |  9004 |  9004 |
| 809+   |    14608 |    0 |  9004 |     0 |
| 810    |    14608 |    0 |  9004 |     0 |
| 810+   |    19507 |    0 |  9004 |     0 |
| 811    |    19507 |    0 |  9004 |     0 |
| 811+   |    14816 |    0 |  9004 |     0 |
| 812    |    14816 |    0 |  9004 |     0 |
| 812+   |    17661 |    1 | 29812 |     0 |
| 813    |    17661 |    1 | 29812 | 29812 |
| 813+   |     7659 |    1 |  4220 |     0 |
| 814    |     7659 |    1 |  4220 |  4220 |
| 814+   |    15339 |    0 |  4220 |     0 |
| 815    |    15339 |    0 |  4220 |     0 |
| 815+   |    29770 |    0 |  4220 |     0 |
| 816    |    29770 |    0 |  4220 |     0 |
| 816+   |    30681 |    1 |  9237 |     0 |
| 817    |    30681 |    1 |  9237 |  9237 |
| 817+   |    23815 |    0 |  9237 |     0 |
| 818    |    23815 |    0 |  9237 |     0 |
| 818+   |    22830 |    1 |  7660 |     0 |
| 819    |    22830 |    1 |  7660 |  7660 |
| 819+   |    25215 |    0 |  7660 |     0 |
| 820    |    25215 |    0 |  7660 |     0 |
| 820+   |     1166 |    1 | 25268 |     0 |
| 821    |     1166 |    1 | 25268 | 25268 |
| 821+   |     1924 |    0 | 25268 |     0 |
| 822    |     1924 |    0 | 25268 |     0 |
| 822+   |    15439 |    1 | 32377 |     0 |
| 823    |    15439 |    1 | 32377 | 32377 |
| 823+   |    30866 |    1 | 20399 |     0 |
| 824    |    30866 |    1 | 20399 | 20399 |
| 824+   |    27406 |    1 |  7524 |     0 |
| 825    |    27406 |    1 |  7524 |  7524 |
| 825+   |    32331 |    0 |  7524 |     0 |
| 826    |    32331 |    0 |  7524 |     0 |
| 826+   |    28581 |    0 |  7524 |     0 |
| 827    |    28581 |    0 |  7524 |     0 |
| 827+   |    11396 |    0 |  7524 |     0 |
| 828    |    11396 |    0 |  7524 |     0 |
| 828+   |     9645 |    1 | 14000 |     0 |
| 829    |     9645 |    1 | 14000 | 14000 |
| 829+   |    15381 |    1 |   331 |     0 |
| 830    |    15381 |    1 |   331 |   331 |
| 830+   |     8890 |    1 |  8132 |     0 |
| 831    |     8890 |    1 |  8132 |  8132 |
| 831+   |     1299 |    1 | 20159 |     0 |
| 832    |     1299 |    1 | 20159 | 20159 |
| 832+   |      359 |    0 | 20159 |     0 |
| 833    |      359 |    0 | 20159 |     0 |
| 833+   |    19855 |    0 | 20159 |     0 |
| 834    |    19855 |    0 | 20159 |     0 |
| 834+   |    19415 |    0 | 20159 |     0 |
| 835    |    19415 |    0 | 20159 |     0 |
| 835+   |     6362 |    0 | 20159 |     0 |
| 836    |     6362 |    0 | 20159 |     0 |
| 836+   |     4381 |    1 | 24545 |     0 |
| 837    |     4381 |    1 | 24545 | 24545 |
| 837+   |    27850 |    1 |  3725 |     0 |
| 838    |    27850 |    1 |  3725 |  3725 |
| 838+   |     5241 |    1 | 20957 |     0 |
| 839    |     5241 |    1 | 20957 | 20957 |
| 839+   |      505 |    0 | 20957 |     0 |
| 840    |      505 |    0 | 20957 |     0 |
| 840+   |    17958 |    0 | 20957 |     0 |
| 841    |    17958 |    0 | 20957 |     0 |
| 841+   |    10941 |    1 | 26952 |     0 |
| 842    |    10941 |    1 | 26952 | 26952 |
| 842+   |     2139 |    0 | 26952 |     0 |
| 843    |     2139 |    0 | 26952 |     0 |
| 843+   |    16983 |    0 | 26952 |     0 |
| 844    |    16983 |    0 | 26952 |     0 |
| 844+   |    24501 |    0 | 26952 |     0 |
| 845    |    24501 |    0 | 26952 |     0 |
| 845+   |    19547 |    0 | 26952 |     0 |
| 846    |    19547 |    0 | 26952 |     0 |
| 846+   |    22564 |    0 | 26952 |     0 |
| 847    |    22564 |    0 | 26952 |     0 |
| 847+   |    26727 |    0 | 26952 |     0 |
