| time |ARegister|DRegister| RAM16K[0]  | RAM16K[1]  | RAM16K[2]  | RAM16K[3]  | RAM16K[4]  | RAM16K[5]  | RAM16K[16] | RAM16K[17] | RAM16K[18] | RAM16K[19] | RAM16K[20] | RAM16K[21] | RAM16K[22] | RAM16K[23] | RAM16K[24] | RAM16K[25] | RAM16K[26] |
| 147  |      16 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 148  |      18 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 149  |      22 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 150  |      22 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 151  |      40 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 152  |      40 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 153  |      17 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          4 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 154  |      17 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 155  |      16 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          4 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 156  |      16 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 157  |      27 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 158  |      27 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 159  |      16 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 160  |      16 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 161  |      18 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 162  |      23 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 163  |      23 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 164  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 165  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 166  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 167  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 168  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 169  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 170  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 171  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 172  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 173  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 174  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 175  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 176  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 177  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 178  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 179  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 180  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 181  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 182  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 183  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 184  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 185  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 186  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 187  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 188  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 189  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 190  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 191  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 192  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 193  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 194  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 195  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 196  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 197  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 198  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 199  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 200  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 201  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 202  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 203  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 204  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 205  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 206  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 207  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 208  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 209  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 210  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 211  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 212  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 213  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 214  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 215  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 216  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 217  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 218  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 219  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 220  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 221  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 222  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 223  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 224  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 225  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 226  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 227  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 228  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 229  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 230  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 231  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 232  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 233  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 234  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 235  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 236  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 237  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 238  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 239  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 240  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 241  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 242  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 243  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 244  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 245  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 246  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 247  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 248  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 249  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 250  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 251  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 252  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 253  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 254  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 255  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 256  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 257  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 258  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 259  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 260  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 261  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 262  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 263  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 264  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 265  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 266  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 267  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 268  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 269  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 270  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 271  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 272  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 273  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 274  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 275  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 276  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 277  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
| 278  |      40 |      -1 |          0 |          0 |          0 |          0 |          0 |          0 |          5 |          5 |          0 |          1 |          2 |          3 |          4 |         -1 |          0 |          0 |          0 |
