| time |ARegister|DRegister| RAM16K[0]  | RAM16K[1]  | RAM16K[2]  | RAM16K[3]  | RAM16K[4]  | RAM16K[5]  | RAM16K[16] | RAM16K[17] | RAM16K[18] | RAM16K[19] | RAM16K[20] | RAM16K[21] | RAM16K[22] | RAM16K[23] | RAM16K[24] | RAM16K[25] | RAM16K[26] |
| 158  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          0 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 159  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 160  |      16 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 161  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 162  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 163  |      19 |       9 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 164  |      29 |       9 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 165  |      29 |       9 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 166  |      19 |       9 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 167  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 168  |      20 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 169  |      21 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 170  |      21 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 171  |       1 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 172  |       1 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 173  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 174  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 175  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          0 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 176  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 177  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 178  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 179  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          1 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 180  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 181  |      16 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 182  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 183  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 184  |      19 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 185  |      29 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 186  |      29 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 187  |      19 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 188  |      19 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 189  |      20 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 190  |      22 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 191  |      22 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 192  |       1 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 193  |       1 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 194  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 195  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 196  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          1 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 197  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 198  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          2 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 199  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 200  |      16 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 201  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 202  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 203  |      19 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 204  |      29 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 205  |      29 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 206  |      19 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 207  |      19 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 208  |      20 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 209  |      23 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 210  |      23 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 211  |       1 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 212  |       1 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 213  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 214  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 215  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          1 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 216  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 217  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 218  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 219  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          3 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 220  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 221  |      16 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 222  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 223  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 224  |      19 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 225  |      29 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 226  |      29 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 227  |      19 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 228  |      19 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 229  |      20 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 230  |      24 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 231  |      24 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 232  |       1 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 233  |       1 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 234  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 235  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 236  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          2 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 237  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 238  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          4 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 239  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 240  |      16 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 241  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 242  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 243  |      19 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 244  |      29 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 245  |      29 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 246  |      19 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 247  |      19 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 248  |      20 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 249  |      25 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 250  |      25 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 251  |       1 |       5 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 252  |       1 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 253  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 254  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 255  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          2 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 256  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 257  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 258  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 259  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          5 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 260  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 261  |      16 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 262  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 263  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 264  |      19 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 265  |      29 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 266  |      29 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 267  |      19 |       4 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 268  |      19 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 269  |      20 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 270  |      26 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 271  |      26 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 272  |       1 |       6 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 273  |       1 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 274  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 275  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 276  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          3 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 277  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 278  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          6 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 279  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 280  |      16 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 281  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 282  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 283  |      19 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 284  |      29 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 285  |      29 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 286  |      19 |       3 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 287  |      19 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 288  |      20 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 289  |      27 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 290  |      27 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 291  |       1 |       7 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 292  |       1 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 293  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 294  |      42 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 295  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          3 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 296  |      18 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 297  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 298  |      44 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 299  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          7 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 300  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 301  |      16 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 302  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 303  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 304  |      19 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 305  |      29 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 306  |      29 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 307  |      19 |       2 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 308  |      19 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 309  |      20 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 310  |      28 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 311  |      28 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 312  |       1 |       8 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 313  |       1 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 314  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 315  |      42 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 316  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          4 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 317  |      17 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 318  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          8 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 319  |      19 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 320  |      16 |       0 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 321  |      16 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 322  |      19 |      10 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 323  |      19 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 324  |      29 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
| 325  |      29 |       1 |          0 |          0 |          0 |          0 |          0 |          0 |         10 |          5 |          4 |          9 |          0 |          1 |          2 |          3 |          4 |          5 |          6 |
